approve_department,approve_number,approve_date,project_name,project_id,project_type,project_company,approve_result,approve_item 
博乐市发展和改革委员会,博市发改备【2018】12号,"            				2018-03-15
            		",博乐市北城区中水调节池工程,"
                2018-652701-78-03-001781
                ","
                备案
                ","
                博乐市自来水公司
                ",通过,县（市、区）属内资项目备案
轮台县发展和改革委员会,轮发改发〔2018〕23号,"            				2018-03-06
            		",2018年轮台县新建排水项目,"
                2018-652822-78-01-001814
                ","
                审批
                ","
                轮台县市政管理处
                ",通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
阿克苏地区发展和改革委员会,2018001,"            				2018-03-15
            		",阿克苏地区久久棉纺有限公司40万锭棉纺建设项目,"
                2018-652924-17-03-001817
                ","
                备案
                ","
                阿克苏地区久久棉纺有限公司
                ",通过,地区内资项目备案
巴里坤县发展和改革委员会,巴发改基础[2018]27号,"            				2018-03-14
            		",巴里坤县大河镇现代农业园基础设施项目,"
                2018-652222-78-01-001898
                ","
                审批
                ","
                巴里坤哈萨克自治县大河镇人民政府
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
阿克陶县发展和改革委员会,陶发改字【2017】1382号,"            				2018-03-14
            		",阿克陶县皮拉勒乡依也勒干村渠道防渗改建工程,"
                2018-653022-76-01-001931
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿图什市发展和改革委员会,阿发改字【2018】23号,"            				2018-03-22
            		",阿湖乡前进村新建村委会建设项目,"
                2018-653001-95-01-002155
                ","
                审批
                ","
                阿图什市阿湖乡人民政府
                ",通过,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）
"阿图什市发展和改革委员会,阿图什市发展和改革委员会","阿发改字【2017】248号,阿发改字【2017】248号","            				2017-12-21
            		,            				2018-03-21
            		",阿图什市上阿图什镇喀其拉村新建村委会建设项目,"
                2017-653001-47-01-026254
                ","
                审批
                ","
                阿图什市上阿图什镇人民政府
                ","通过,通过","县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）"
新市区发展和改革委员会,18101105240022,"            				2018-03-22
            		",高新区LNG车辆安全应用与保障服务示范基地,"
                2018-650104-52-03-002179
                ","
                备案
                ","
                乌鲁木齐市隆盛达蓝天能源科技有限公司
                ",通过,县（市、区）属内资项目备案
喀什经济开发区发展和改革委员会,喀经开发促备案【2018】004,"            				2018-03-23
            		",乔迪梦服饰有限公司100万件（套）服装生产线项目,"
                2018-653102-18-03-002229
                ","
                备案
                ","
                新疆乔迪梦服饰有限公司
                ",通过,地区内资项目备案
巴里坤县发展和改革委员会,巴发改基础[2018]28号,"            				2018-03-14
            		",巴里坤县便民警务站加密补建项目,"
                2018-652222-47-01-002257
                ","
                审批
                ","
                巴里坤蒲辉城市建设投资经营有限公司
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
伊宁市发展和改革委员会,2018【22】号,"            				2018-03-12
            		",新疆建设集团建设项目,"
                2018-654002-01-03-002287
                ","
                备案
                ","
                新疆建设集团
                ",通过,县（市、区）属内资项目备案
哈密市发展和改革委员会,"暂无文号
            			","
            				2018-03-15
            		",伊州区人民路西延建设项目,"
                2018-652201-48-01-002330
                ","
                审批
                ","
                哈密市伊州区住房和城乡建设局
                ",不通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
新市区发展和改革委员会,18101504640018,"            				2018-03-16
            		",乌鲁木齐市河东污水处理厂提升改造工程,"
                2018-650104-77-03-002092
                ","
                备案
                ","
                乌鲁木齐河东威立雅水务有限公司
                ",通过,县（市、区）属内资项目备案
沙雅县发展和改革委员会,20170122,"            				2018-03-10
            		",沙雅县织布家纺标准化厂房建设项目,"
                2018-652924-17-03-002097
                ","
                备案
                ","
                沙雅县循环经济工业园区管委会
                ",通过,县（市、区）属内资项目备案
阿克陶县发展和改革委员会,陶发改字【2017】1400号,"            				2018-03-14
            		",阿克陶县奥依塔克镇阿特奥依纳克村脱贫攻坚村组道路建设项目,"
                2018-653022-93-01-002129
                ","
                审批
                ","
                阿克陶县交通运输局
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1541号,"            				2018-03-14
            		",阿克陶县玉麦乡喀什艾日克村脱贫攻坚村组道路建设项目,"
                2018-653022-93-01-002132
                ","
                审批
                ","
                阿克陶县交通运输局
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1397号,"            				2018-03-14
            		",阿克陶县皮拉力乡依也勒干村脱贫攻坚村组道路建设项目,"
                2018-653022-93-01-002137
                ","
                审批
                ","
                阿克陶县交通运输局
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1524号,"            				2018-03-14
            		",阿克陶县加马铁力克乡巴格拉村脱贫攻坚村组道路建设项目,"
                2018-653022-93-01-002141
                ","
                审批
                ","
                阿克陶县交通运输局
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1398号,"            				2018-03-14
            		",阿克陶县玉麦乡英阿依玛克村脱贫攻坚村组道路建设项目,"
                2018-653022-93-01-002172
                ","
                审批
                ","
                阿克陶县交通运输局
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1399号,"            				2018-03-14
            		",阿克陶县皮拉力乡塔孜勒克村脱贫攻坚村组道路建设项目,"
                2018-653022-93-01-002143
                ","
                审批
                ","
                阿克陶县交通运输局
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1542号,"            				2018-03-14
            		",阿克陶县阿克陶镇其克铁热克村脱贫攻坚村组道路建设项目,"
                2018-653022-93-01-002145
                ","
                审批
                ","
                阿克陶县交通运输局
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿图什市发展和改革委员会,阿发改字【2018】24号,"            				2018-03-22
            		",阿湖乡光明村新建村委会建设项目,"
                2018-653001-95-01-002152
                ","
                审批
                ","
                阿图什市阿湖乡人民政府
                ",通过,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）
"阿图什市发展和改革委员会,阿图什市发展和改革委员会","阿发改字【2017】249号,阿发改字【2017】249号","            				2017-12-21
            		,            				2018-03-21
            		",阿图什市上阿图什镇萨依巴克村新建村委会建设项目,"
                2017-653001-47-01-026288
                ","
                审批
                ","
                阿图什市上阿图什镇人民政府
                ","通过,通过","县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）"
新市区发展和改革委员会,乌高（新）经发函〔2018〕12号 ,"            				2018-03-16
            		",高新区（新市区）农业机井安装井电双控计量设施项目,"
                2018-650104-05-01-002342
                ","
                审批
                ","
                乌鲁木齐高新技术产业开发区（乌鲁木齐市新市区）水务局
                ",通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
新市区发展和改革委员会,乌高（新）经发函〔2018〕11号 ,"            				2018-03-16
            		",四水厂水质安全及附属设施建设项目,"
                2018-650104-46-01-002344
                ","
                审批
                ","
                乌鲁木齐高新技术产业开发区（乌鲁木齐市新市区）水务局
                ",通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
呼图壁县发展和改革委员会,HFG006-20180314-01,"            				2018-03-14
            		",中国石油新疆油田分公司开发公司莫116井区35KV变电站,"
                2018-652323-07-03-002169
                ","
                备案
                ","
                中国石油新疆油田分公司开发公司
                ",通过,县（市、区）属内资项目备案
霍尔果斯市发展和改革委员会,备案证编码2018006,"            				2018-03-14
            		",霍尔果斯“连云港大厦”建设项目,"
                2018-654004-70-03-002391
                ","
                备案
                ","
                霍尔果斯连云丝路房地产开发有限公司
                ",通过,县（市、区）属内资项目备案
"新市区发展和改革委员会,新市区发展和改革委员会","	乌高（新）经发函〔2018〕10号,乌高（新）经发函〔2018〕10号","            				2018-03-06
            		,            				2018-03-16
            		",高新区（新市区）污水管网 改造项目,"
                2018-650104-78-01-001596
                ","
                审批
                ","
                乌鲁木齐高新技术产业开发区（乌鲁木齐市新市区）水务局
                ","通过,通过","县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）"
新市区发展和改革委员会,18101504710020 ,"            				2018-03-16
            		",新疆特色农副产品深加工及功能性饮品生产基地,"
                2018-650104-15-03-002434
                ","
                备案
                ","
                新疆古得亚食品科技有限公司
                ",通过,县（市、区）属内资项目备案
新市区发展和改革委员会,18101105240021,"            				2018-03-22
            		",中国石化销售有限公司新疆乌鲁木齐石油分公司东升加气加油站双层罐改造项目,"
                2018-650104-52-03-002441
                ","
                备案
                ","
                中国石化销售有限公司新疆乌鲁木齐石油分公司东升加气加油站
                ",通过,县（市、区）属内资项目备案
温宿县发展和改革委员会,"暂无文号
            			","
            				2018-03-15
            		",路灯项目,"
                2018-652922-79-01-002459
                ","
                审批
                ","
                温宿县佳木镇人民政府
                ",不通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
新市区发展和改革委员会,18101900110019,"            				2018-03-16
            		",绿城盛苑生态休闲种植园,"
                2018-650104-01-03-002490
                ","
                备案
                ","
                新疆绿城盛苑种植养殖农民专业合作社
                ",通过,县（市、区）属内资项目备案
新市区发展和改革委员会,18101507010016,"            				2018-03-12
            		",鲤鱼山御苑广场四期项目,"
                2018-650104-70-03-001983
                ","
                备案
                ","
                新疆天成拓展投资有限公司
                ",通过,县（市、区）属内资项目备案
新市区发展和改革委员会,18101507010015 ,"            				2018-03-12
            		",鲤鱼山御苑广场三期项目,"
                2018-650104-70-03-001981
                ","
                备案
                ","
                新疆天成拓展投资有限公司
                ",通过,县（市、区）属内资项目备案
伊吾县发展和改革委员会,伊发改投资【2018】22号,"            				2018-03-12
            		",伊吾县科托沟渠首除险加固工程,"
                2018-652223-76-01-001988
                ","
                审批
                ","
                伊吾县水管总站
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
伊吾县发展和改革委员会,伊发改投资【2018】21号,"            				2018-03-12
            		",伊吾县科托沟干渠提升改造项目,"
                2018-652223-76-01-001989
                ","
                审批
                ","
                伊吾县水管总站
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
呼图壁县发展和改革委员会,HFG005-20180309-02,"            				2018-03-14
            		",莫北转油站污水回注,"
                2018-652323-07-03-002022
                ","
                备案
                ","
                中国石油新疆油田分公司（石西油田作业区）
                ",通过,县（市、区）属内资项目备案
库车经济技术开发区发展改革委,2018007,"            				2018-03-13
            		",库车塔化加油站增加加气功能,"
                2018-652920-52-03-001997
                ","
                备案
                ","
                中国石化销售有限公司新疆阿克苏石油分公司
                ",通过,县（市、区）属内资项目备案
呼图壁县发展和改革委员会,HFG004-20180309-01,"            				2018-03-14
            		",莫北转油站原油系统改扩建工程,"
                2018-652323-07-03-002023
                ","
                备案
                ","
                中国石油新疆油田分公司（石西油田作业区）
                ",通过,县（市、区）属内资项目备案
天山区发展和改革委员会,1801110444005,"            				2018-03-09
            		",新疆电力建设有限公司家属院供热移交设备设施维修改造项目,"
                2018-650102-44-03-002071
                ","
                备案
                ","
                乌鲁木齐市热力总公司
                ",通过,县（市、区）属内资项目备案
木垒县发展和改革委员会,木发改备案【2017】33号,"            				2018-03-09
            		",昌粮集团木垒粮油有限责任公司4万吨粮食仓储物流中转仓及配套附属设施建设项目,"
                2018-652328-59-03-002075
                ","
                备案
                ","
                昌粮集团木垒粮油有限责任公司
                ",通过,县（市、区）属内资项目备案
巴里坤县发展和改革委员会,"暂无文号
            			","
            				2018-03-09
            		",巴里坤县2018年便民警务站及附属配套工程,"
                2018-652222-47-01-002072
                ","
                审批
                ","
                巴里坤蒲辉城市建设投资经营有限公司
                ",不通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
"独山子区发展和改革委员会,独山子区发展和改革委员会,独山子区发展和改革委员会","克独发基〔2017〕27号,暂无文号
            			,克独发基【2018】6号","            				2017-12-04
            		,
            				2017-11-27
            		,            				2018-03-22
            		",百盛佳苑小区北门商业用房,"
                2017-650202-47-03-025215
                ","
                备案
                ","
                克拉玛依市独山子建业房地产开发有限责任公
                ","通过,不通过,通过","县（市、区）属内资项目备案,县（市、区）属内资项目备案,县（市、区）属内资项目备案"
巩留县发展和改革委员会,"暂无文号
            			","
            				2018-03-16
            		",巩留县克仁达西建材店1万平方的彩钢夹芯板生产线申请备案报告,"
                2018-654024-52-03-002313
                ","
                备案
                ","
                巩留县克仁达西建材店
                ",不通过,县（市、区）属内资项目备案
阿克陶县发展和改革委员会,陶发改字【2017】1376号,"            				2018-03-14
            		",阿克陶县玉麦乡英阿依玛克村渠道防渗改建工程,"
                2018-653022-76-01-001933
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
哈密市发展和改革委员会,"暂无文号
            			","
            				2018-03-15
            		",伊州区蒲类路（新民五路）建设项目,"
                2018-652201-48-01-002329
                ","
                审批
                ","
                哈密市伊州区住房和城乡建设局
                ",不通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
阿克陶县发展和改革委员会,陶发改字【2017】1377号,"            				2018-03-14
            		",阿克陶县阿克陶镇英其开艾日克村农田灌溉工程,"
                2018-653022-76-01-001934
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1395号,"            				2018-03-14
            		",阿克陶县巴仁乡英买安力村小型农田水利项目,"
                2018-653022-76-01-001935
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1383号,"            				2018-03-14
            		",阿克陶县巴仁乡古勒巴格村小型农田水利项目,"
                2018-653022-76-01-001937
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1372号,"            				2018-03-14
            		",阿克陶县阿克陶镇奥达艾日克村防渗渠建设项目,"
                2018-653022-76-01-001938
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1523号,"            				2018-03-14
            		",阿克陶县玉麦乡库尔巴格村防渗渠建设项目,"
                2018-653022-76-01-001940
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
新源县发展和改革委员会,新发改综【2018】002号,"            				2018-03-14
            		",新疆伊犁那拉提冷水渔场建设项目,"
                2018-654025-04-03-001969
                ","
                备案
                ","
                新疆那拉泉生态养殖有限公司
                ",通过,县（市、区）属内资项目备案
阿克苏地区发展和改革委员会,2018002,"            				2018-03-15
            		",10万锭环锭纺、1000台数字自动化经编筒布、1000万套服装项目,"
                2018-652920-17-03-001970
                ","
                备案
                ","
                阿克苏天之梦纺织新材料有限公司
                ",通过,地区内资项目备案
自治区发展和改革委员会,"暂无文号
            			","
            				2018-03-15
            		",5万吨仓储物流项目,"
                2018-652301-59-03-001977
                ","
                备案
                ","
                新疆天山面粉（集团）有限责任公司
                ",不通过,权限内企业投资项目备案
头屯河区发展和改革委员会,1709150132038,"            				2018-03-08
            		",果蔬罐藏加工技术国家地方联合工程实验室（新疆）创新能力建设项目,"
                2018-650106-13-03-001904
                ","
                备案
                ","
                新疆中亚食品研发中心（有限公司）
                ",通过,县（市、区）属内资项目备案
阿克陶县发展和改革委员会,陶发改字【2017】1369号,"            				2018-03-14
            		",阿克陶县巴仁乡巴仁村支渠防渗工程,"
                2018-653022-76-01-001914
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2018】1525号,"            				2018-03-14
            		",阿克陶县巴仁乡巴仁村渠道防渗改建工程  ,"
                2018-653022-76-01-001922
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1370号,"            				2018-03-14
            		",阿克陶县巴仁乡阿热买里村小型农田水利项目,"
                2018-653022-76-01-001924
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1410号,"            				2018-03-14
            		",阿克陶县阿克陶镇喀依恰艾日克村农田灌溉工程,"
                2018-653022-76-01-001926
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1371号,"            				2018-03-14
            		",阿克陶县皮拉勒乡墩都拉村渠道防渗改造工程,"
                2018-653022-76-01-001925
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1374号,"            				2018-03-14
            		",阿克陶县皮拉勒乡皮拉勒村支渠道防渗工程,"
                2018-653022-76-01-001928
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1375号,"            				2018-03-14
            		",阿克陶县玉麦乡恰格尔村小型农田水利建设项目,"
                2018-653022-76-01-001929
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿克陶县发展和改革委员会,陶发改字【2017】1384号,"            				2018-03-14
            		",阿克陶县巴仁乡吐尔村支渠防渗工程  ,"
                2018-653022-76-01-001930
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
库车经济技术开发区发展改革委,2018008,"            				2018-03-14
            		",年产三万吨钢结构项目,"
                2018-652920-33-03-001865
                ","
                备案
                ","
                新疆龟兹大相钢结构有限公司
                ",通过,县（市、区）属内资项目备案
阿拉山口市发展和改革委员会,阿市发改发〔2018〕24号,"            				2018-03-08
            		",阿拉山口市一般工业固体废物填埋场,"
                2018-652702-77-01-001852
                ","
                审批
                ","
                阿拉山口市住房和城乡建设局
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
沙雅县发展和改革委员会,20180003,"            				2018-03-09
            		",沙雅赛普能源有限公司顺北区块放空气液化项目,"
                2018-652924-45-03-001844
                ","
                备案
                ","
                沙雅赛普能源有限公司
                ",通过,县（市、区）属内资项目备案
巴里坤县发展和改革委员会,巴发改基础[2018]22号,"            				2018-03-14
            		",巴里坤县古城墙加固修缮（三期）项目,"
                2018-652222-87-01-001872
                ","
                审批
                ","
                巴里坤哈萨克自治县文物管理局
                ",通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
巴里坤县发展和改革委员会,巴发改基础[2018]23号,"            				2018-03-14
            		",巴里坤县清代粮仓展陈提升项目,"
                2018-652222-87-01-001869
                ","
                审批
                ","
                巴里坤哈萨克自治县文物管理局
                ",通过,中央投资县（市、区）属社会事业项目项目建议书审批
头屯河区发展和改革委员会,1809150421020,"            				2018-03-12
            		",建设年再利用25000吨废旧钢筋项目,"
                2018-650106-42-03-001876
                ","
                备案
                ","
                乌鲁木齐天一宝业建材有限公司
                ",通过,县（市、区）属内资项目备案
沙雅县发展和改革委员会,20180002,"            				2018-03-09
            		",沙雅县金时代房地产开发有限责任公司英买力镇农贸市场建设项目,"
                2018-652924-70-03-001891
                ","
                备案
                ","
                沙雅县金时代房地产开发有限公司
                ",通过,县（市、区）属内资项目备案
沙雅县发展和改革委员会,20180005,"            				2018-03-09
            		",沙雅县含油污泥处理处置及资源化利用工程,"
                2018-652924-77-03-001892
                ","
                备案
                ","
                沙雅深蓝环保科技有限公司
                ",通过,县（市、区）属内资项目备案
巴里坤县发展和改革委员会,巴发改基础[2018]26号,"            				2018-03-14
            		",大河镇文化、体育、社区活动综合服务中心建设（二期）,"
                2018-652222-47-01-001782
                ","
                审批
                ","
                巴里坤哈萨克自治县大河镇人民政府
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
博乐市发展和改革委员会,博市发改备【2018】10号,"            				2018-03-15
            		",博乐市南城区中水调节池工程,"
                2018-652701-78-03-001786
                ","
                备案
                ","
                博乐市自来水公司
                ",通过,县（市、区）属内资项目备案
博乐市发展和改革委员会,博市发改备【2018】11号,"            				2018-03-15
            		",博乐市工业区污水处理厂工程,"
                2018-652701-78-03-001787
                ","
                备案
                ","
                博乐市自来水公司
                ",通过,县（市、区）属内资项目备案
新市区发展和改革委员会,18101603210017  ,"            				2018-03-16
            		",新疆众和股份有限公司年产2500万平方米高性能高压腐蚀箔项目,"
                2018-650104-32-03-001788
                ","
                备案
                ","
                新疆众和股份有限公司
                ",通过,县（市、区）属内资项目备案
轮台县发展和改革委员会,"暂无文号
            			","
            				2018-03-06
            		",轮台县新建排水项目,"
                2018-652822-78-01-001807
                ","
                审批
                ","
                轮台县市政管理处
                ",不通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
克孜勒苏柯尔克孜自治州发展和改革委员会,备案证编码2018001,"            				2018-03-17
            		",新疆紫金有色金属有限公司新建10万t/a锌冶炼项目,"
                2018-653024-32-03-001810
                ","
                备案
                ","
                新疆紫金有色金属有限公司
                ",通过,地区内资项目备案
轮台县发展和改革委员会,轮发改发【2018】24号,"            				2018-03-06
            		",轮台县新建绿化项目,"
                2018-652822-78-01-001809
                ","
                审批
                ","
                轮台县住房和城乡建设局
                ",通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
轮台县发展和改革委员会,轮发改发〔2018〕22号,"            				2018-03-06
            		",轮台县新建健身步道,"
                2018-652822-78-01-001811
                ","
                审批
                ","
                轮台县市政管理处
                ",通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
阿克陶县发展和改革委员会,陶发改字【2017】1368号,"            				2018-03-14
            		",阿克陶县阿克陶镇支渠防渗工程,"
                2018-653022-76-01-001680
                ","
                审批
                ","
                阿克陶县中小型公益性水利工程建设项目法人办公室
                ",通过,中央投资县（市、区）以工代赈项目可行性研究报告审批（已列入专项规划的项目视同已获批项目建议书）
阿拉山口市发展和改革委员会,阿市发改发〔2018〕21号,"            				2018-03-08
            		",阿拉山口市职业技能教育培训中心建设项目,"
                2018-652702-82-01-001679
                ","
                审批
                ","
                中共阿拉山口市委员会政法委员会
                ",通过,县（市、区）级政府出资的建设项目项目建议书审批（党政机关及事业单位办公楼建设项目除外）
克孜勒苏柯尔克孜自治州发展和改革委员会,克发改字[2018]88号,"            				2018-03-10
            		",阿合奇县团结小学运动场建设项目,"
                2017-653023-82-01-023475
                ","
                审批
                ","
                阿合奇县教育局
                ",通过,中央投资社区办公服务设施建设项目初步设计审批
博乐市发展和改革委员会,博市发改备【2018】8号,"            				2018-03-15
            		",博乐市城乡供水升级改造提质增效工程建设项目（2万t/d、8万t/d）,"
                2018-652701-46-03-001681
                ","
                备案
                ","
                博乐市自来水公司
                ",通过,县（市、区）属内资项目备案
博乐市发展和改革委员会,博市发改备【2018】9号,"            				2018-03-15
            		",博乐市城乡供水升级改造提质增效工程建设项目（博温公路-第二水厂段）,"
                2018-652701-46-03-001682
                ","
                备案
                ","
                博乐市自来水公司
                ",通过,县（市、区）属内资项目备案
吉木乃县发展和改革委员会,吉发改备案〔2018〕1号,"            				2018-03-06
            		",吉木乃县氧气充装间项目,"
                2018-654326-45-03-001690
                ","
                备案
                ","
                吉木乃双宇液化气有限责任公司
                ",通过,县（市、区）属内资项目备案
博乐市发展和改革委员会,博市发改备【2018】7号,"            				2018-03-15
            		",博乐市城乡供水升级改造提质增效工程建设项目(智能水务、智能水表、水质化验设备),"
                2018-652701-46-03-001683
                ","
                备案
                ","
                博乐市自来水公司
                ",通过,县（市、区）属内资项目备案
哈密地区发展和改革委员会,哈市发改能源备〔2018〕1号,"            				2018-03-05
            		",新疆融创诚哈密100MWh钛酸锂电池储能调频电站示范项目,"
                2018-652201-44-03-001707
                ","
                备案
                ","
                新疆融创诚新能源有限公司
                ",通过,地区内资项目备案
独山子区发展和改革委员会,克独发基【2018】5号,"            				2018-03-13
            		",营销调运处自动化洗罐改造（污水处理设施）,"
                2018-650202-25-03-001374
                ","
                备案
                ","
                中国石油天然气股份有限公司独山子石化分公司
                ",通过,县（市、区）属内资项目备案
白碱滩区发展和改革委员会,白经促备字[2018]15号,"            				2018-03-21
            		",金龙镇民用气管线并网工程,"
                2018-650204-57-03-001710
                ","
                备案
                ","
                新疆新捷燃气有限公司克拉玛依分公司
                ",通过,县（市、区）属内资项目备案
巴里坤县发展和改革委员会,巴发改基础（[2018]10号））,"            				2018-02-24
            		",巴里坤县乡镇干部周转宿舍建设项目,"
                2018-652222-47-01-001382
                ","
                审批
                ","
                中共巴里坤哈萨克自治县委员会组织部
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
伊吾县发展和改革委员会,"暂无文号
            			","
            				2018-03-05
            		",伊吾县山南开发区通油工程建设项目,"
                2018-652223-78-01-001402
                ","
                审批
                ","
                伊吾县交通运输局
                ",不通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
